#TAXONOMY,Phylum,Class,Order,Family,Genus,Species
Otu_1571,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Other
Otu_1572,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus aetherivorans
Otu_1573,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus corynebacterioides
Otu_1574,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
Otu_1575,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians
Otu_1576,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus globerulus
Otu_1577,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus hoagii
Otu_1578,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus imtechensis
Otu_1579,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii
Otu_1580,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus kyotonensis
Otu_1581,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus maanshanensis
Otu_1582,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus marinonascens
Otu_1583,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus
Otu_1584,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus phenolicus
Otu_1585,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans
Otu_1586,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodnii
Otu_1587,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous
Otu_1588,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus ruber
Otu_1589,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp.
Otu_1590,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 008
Otu_1591,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 1.3-VEs
Otu_1592,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 2G
Otu_1593,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 309/d
Otu_1594,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. AN-22
Otu_1595,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. B7740
Otu_1596,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. BH4
Otu_1597,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. D4(2013)
Otu_1598,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. DEE5311
Otu_1599,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. DK17
Otu_1600,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. EGU634
Otu_1601,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. H-CA8f
Otu_1602,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. HA99
Otu_1603,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. HI-31
Otu_1604,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. HS-D2
Otu_1605,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. HS6
Otu_1606,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. HaLB14
Otu_1607,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. I24
Otu_1608,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. LKE-028
Otu_1609,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. MBIC01430
Otu_1610,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. MTM3W5.2
Otu_1611,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. Mel
Otu_1612,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. NCIMB 9784
Otu_1613,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. NS1
Otu_1614,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PBTS 1
Otu_1615,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PBTS 2
Otu_1616,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PY11
Otu_1617,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. Phi1
Otu_1618,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. Phi2
Otu_1619,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. R04
Otu_1620,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. SD-74
Otu_1621,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. ST-5
Otu_1622,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. T104
Otu_1623,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. TFB
Otu_1624,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. THG-MD7
Otu_1625,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. TMP1
Otu_1626,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WB1
Otu_1627,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WMMA185
Otu_1628,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. Y22
Otu_1629,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. YK2
Otu_1630,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. YL-1
Otu_1631,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. YYL
Otu_1632,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. ZC-3
Otu_1633,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. p2(2006)
Otu_1634,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. p52
Otu_1635,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus triatomae
Otu_1636,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus tukisamuensis
Otu_1637,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus wratislaviensis
Otu_1638,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus zopfii
Otu_1639,Actinobacteria,Actinobacteria,Corynebacteriales,Segniliparaceae,Segniliparus,Segniliparus rotundus
Otu_1640,Actinobacteria,Actinobacteria,Corynebacteriales,Segniliparaceae,Segniliparus,Segniliparus rugosus
Otu_1641,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Other
Otu_1642,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella hongkongensis
Otu_1643,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella inchonensis
Otu_1644,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola
Otu_1645,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella pseudospumae
Otu_1646,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella pulmonis
Otu_1647,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella serpentis
Otu_1648,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella sinensis
Otu_1649,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella soli
Otu_1650,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella sp. MT6.1
Otu_1651,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella sp. S9I5
Otu_1652,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella tyrosinosolvens
Otu_1653,Actinobacteria,Actinobacteria,Corynebacteriales,Williamsiaceae,Williamsia,Williamsia marianensis
Otu_1654,Actinobacteria,Actinobacteria,Frankiales,Other,Other,Other
Otu_1655,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Other,Other
Otu_1656,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Other
Otu_1657,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Candidatus Frankia californiensis
Otu_1658,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia alni
Otu_1659,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia casuarinae
Otu_1660,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia inefficax
Otu_1661,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia saprophytica
Otu_1662,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp.
Otu_1663,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. ACN1ag
Otu_1664,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. ARgP5ag
Otu_1665,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. AcVc1
Otu_1666,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. AcoPraI.3.1
Otu_1667,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. AgBag.3
Otu_1668,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. AgCag.1.1
Otu_1669,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. AgPia.3
Otu_1670,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. AgbPV.2
Otu_1671,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. Ar15
Otu_1672,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. BMG5.7
Otu_1673,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. CH37
Otu_1674,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. CaI1
Otu_1675,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. CeD
Otu_1676,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. Colletia_spinossisima_nod
Otu_1677,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. CpI1
Otu_1678,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. D11
Otu_1679,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. EAN1pec
Otu_1680,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. EUN1f
Otu_1681,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. Ea8.4
Otu_1682,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. EuIK1
Otu_1683,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. FMc4
Otu_1684,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. FMi1
Otu_1685,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. G2
Otu_1686,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. HsIi12
Otu_1687,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. NRRLB-16412
Otu_1688,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. Sn4-3
Otu_1689,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia symbiont of Datisca glomerata
Otu_1690,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Jatrophihabitans sp. GAS493
Otu_1691,Actinobacteria,Actinobacteria,Frankiales,Frankiales incertae sedis,Frankiales incertae sedis,Frankineae bacterium MT45
Otu_1692,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Other,Other
Otu_1693,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens
Otu_1694,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus sp. MDB1-46
Otu_1695,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus
Otu_1696,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Other
Otu_1697,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter lapidis
Otu_1698,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter marinus
Otu_1699,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter multiseptatus
Otu_1700,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter versicolor
Otu_1701,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Other
Otu_1702,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces anabasis
Otu_1703,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces sp. NRRL B-16210
Otu_1704,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomycetaceae incertae sedis,Glycomycetaceae bacterium
Otu_1705,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia,Stackebrandtia nassauensis
Otu_1706,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Jiangella,Other
Otu_1707,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Jiangella,Jiangella alkaliphila
Otu_1708,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Jiangella,Jiangella sp. DSM 45060
Otu_1709,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus glutinatus
Otu_1710,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus mangrovi
Otu_1711,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus radiotolerans
Otu_1712,Actinobacteria,Actinobacteria,Micrococcales,Other,Other,Other
Otu_1713,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Other,Other
Otu_1714,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae
Otu_1715,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Salana,Salana multivorans
Otu_1716,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Serinibacter,Serinibacter tropicus
Otu_1717,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Bogoriella,Bogoriella caseilytica
Otu_1718,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,Georgenia soli
Otu_1719,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Other
Otu_1720,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei
Otu_1721,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium epidermidis
Otu_1722,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium fuscum
Otu_1723,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium helvolum
Otu_1724,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium iodinum
Otu_1725,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium linens
Otu_1726,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sandarakinum
Otu_1727,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium siliguriense
Otu_1728,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp.
Otu_1729,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 36(2010)
Otu_1730,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. Ap13
Otu_1731,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. CMT124
Otu_1732,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. H15
Otu_1733,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. MN3-6
Otu_1734,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. P11-B-5
Otu_1735,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. PL44
Otu_1736,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Other,Other
Otu_1737,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonadaceae incertae sedis,Cellulomonadaceae bacterium RR15
Otu_1738,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Other
Otu_1739,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas biazotea
Otu_1740,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas bogoriensis
Otu_1741,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas fimi
Otu_1742,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas flavigena
Otu_1743,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas gilvus
Otu_1744,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas hominis
Otu_1745,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp.
Otu_1746,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. 12
Otu_1747,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. 32
Otu_1748,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. Bola
Otu_1749,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. CC 0440
Otu_1750,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. CH05
Otu_1751,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. IFO16241
Otu_1752,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. KAR12
Otu_1753,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. KAR35
Otu_1754,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. NT3060
Otu_1755,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. PSBB021
Otu_1756,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. TP10-10
Otu_1757,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. m5-4
Otu_1758,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas uda
Otu_1759,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Oerskovia sp. CIP101491
Otu_1760,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia jenensis
Otu_1761,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia turbata
Otu_1762,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Paraoerskovia,Paraoerskovia marina
Otu_1763,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Other,Other
Otu_1764,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Other
Otu_1765,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium conglomeratum
Otu_1766,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium faecium
Otu_1767,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium ginsengisoli
Otu_1768,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
Otu_1769,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. P6-10-X1
Otu_1770,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. VM2412
Otu_1771,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. VR2415
Otu_1772,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,Other
Otu_1773,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis
Otu_1774,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Devriesea,Devriesea agamarum
