#NAME,case1_after,case1_before,case2_after,case2_before,case3_after,case3_before,case4_after,case4_before,case5_after,case5_before,case6_after,case6_before,case7_after,case7_before,case8_after,case8_before,case9_after,case11_after,case11_before,case12_after,case12_before,case13_after,case13_before,case14_after,case14_before,case15_after,case15_before,donor_1,donor_2,donor_3,donor_4,donor_5,donor_6
K01915,6265,584,5958,4248,11506,4243,9623,4419,9062,10666,3144,10081,9670,5862,9550,3804,52178,4029,3610,9471,4167,11829,12552,19032,11919,12747,3515,8856,771,1617,5738,11008,11700
K01918,1769,72,1155,753,1785,831,1375,796,1163,1400,747,1382,1823,2548,1823,1000,9187,587,640,1445,1002,1595,2837,2100,1323,2691,1029,2014,102,240,1135,2428,2169
K01919,431,96,871,899,386,186,93,161,1635,1812,433,3202,400,3314,549,591,3912,27,419,973,356,2375,121,49,1060,135,316,83,16,29,34,56,98
K03429,4,18,4,40,149,30,99,32,41,49,20,72,66,71,12,14,101,34,15,58,2,27,31,195,87,53,64,122,11,35,25,59,97
K07774,43,1,25,31,30,14,32,16,12,19,33,41,23,22,29,24,142,12,28,35,26,16,52,65,43,101,11,66,2,15,35,32,21
K18681,55,11,44,5,37,22,25,17,15,21,6,12,13,25,74,28,121,16,34,8,16,26,104,32,58,27,29,5,1,9,17,16,29
K18682,2997,329,2977,2454,7156,2694,6621,2802,7649,9190,1704,6281,5727,3907,6430,2148,17396,2238,2065,7157,2140,6994,7035,10342,6955,7339,2127,5625,453,883,3328,6589,7043
K05934,263,7,350,219,651,217,436,142,1205,1469,166,500,546,181,218,258,1431,346,125,740,240,543,527,776,642,546,224,327,45,70,227,527,817
K07771,65,2,130,64,67,14,35,11,182,198,73,71,83,27,78,61,1292,18,27,41,50,125,102,116,92,57,62,40,7,8,22,56,58
K05936,357,43,634,419,1642,425,849,293,1789,2283,378,913,1034,408,479,383,3269,473,270,1481,521,1274,1106,1402,978,1008,527,742,78,207,564,1047,1576
K07773,62,9,224,84,21,3,25,13,213,259,90,8,19,26,10,116,1472,5,4,13,64,208,35,19,71,39,63,11,2,3,4,7,14
K05939,276,25,623,187,29,23,80,17,548,711,276,40,77,49,30,412,4781,22,5,28,158,553,120,35,198,44,138,46,7,9,7,20,81
K00170,16,7,213,107,275,68,235,65,63,45,40,117,240,129,118,17,387,301,41,105,87,144,295,150,221,134,29,341,11,36,127,249,281
K00175,930,71,429,161,359,157,659,210,158,204,49,186,184,510,737,384,2587,406,333,209,256,221,1029,281,655,290,214,153,66,184,94,126,248
K00174,1372,124,748,203,613,319,996,310,198,271,109,277,226,654,1042,553,4115,618,601,288,443,341,1567,461,1034,553,363,248,98,310,199,333,381
K07177,29,9,63,64,43,7,19,8,338,386,7,301,65,306,164,33,183,10,29,51,19,124,65,6,84,4,24,10,2,3,4,4,4
K07175,178,5,122,37,144,58,81,33,38,71,37,79,104,113,243,78,1047,53,112,106,90,67,241,106,131,79,140,28,11,31,26,45,69
K07173,350,173,871,804,1798,566,1162,759,2647,3005,522,1547,1782,971,1380,343,8546,413,296,1707,624,2296,1624,2540,1588,1815,470,1384,116,224,764,1564,1623
K07171,224,46,640,583,2006,654,1321,479,1421,1676,520,1942,1729,745,757,291,3270,515,278,1165,412,1104,1107,2158,1403,1243,490,1216,188,172,577,1219,1950
K00375,98,79,289,358,1283,314,853,297,686,771,360,775,1149,357,341,197,2971,329,127,1046,259,839,1070,2345,967,813,332,1284,135,232,418,914,1214
K00371,334,292,531,184,27,24,103,32,774,960,384,140,141,166,349,784,6246,18,30,113,148,586,103,258,349,122,163,24,88,198,12,28,36
K00370,700,563,1313,464,42,50,233,103,1930,2332,986,366,298,426,809,1911,15077,40,66,407,345,1383,259,587,927,291,455,78,202,496,20,65,80
K00372,32,8,22,5,69,16,15,15,22,40,32,29,31,22,14,43,121,7,2,57,13,85,44,84,42,11,10,14,1,4,13,25,27
K01358,1494,288,1452,1681,3223,1248,3008,1396,3570,4552,891,2994,3269,1992,2618,1214,19283,1171,873,3028,1033,3818,3610,4787,3368,3699,992,2663,304,646,1537,3237,3362
K14623,119,2,303,118,76,44,546,211,454,549,87,1,223,70,50,354,3165,119,56,180,5,430,470,283,191,551,73,356,3,21,302,679,455
K01354,193,23,362,199,34,8,35,8,494,579,266,5,175,58,2,301,5412,19,5,17,80,398,127,5,129,55,105,19,7,28,7,27,3
K01356,223,154,914,1189,2450,807,1916,726,3213,3890,756,1912,2834,1209,1671,488,11217,662,273,1926,505,2392,2005,2785,1673,1663,929,2094,153,269,760,1867,2347
K05853,193,21,363,598,1012,325,710,250,1682,1770,283,1483,1125,808,922,249,4082,432,223,849,206,1200,721,1976,1526,620,406,890,83,116,333,625,644
K10109,223,33,438,172,64,22,76,26,527,671,294,107,83,59,37,347,3785,18,13,56,120,521,80,266,243,83,166,50,12,30,53,69,73
K05606,316,1,131,35,123,91,109,26,55,76,29,51,55,130,217,140,993,76,124,46,101,78,340,72,192,69,79,21,3,17,12,38,55
K15555,218,48,509,321,702,194,372,156,626,722,282,775,542,462,358,294,3631,196,127,591,226,643,494,1050,588,485,272,413,50,92,305,589,514
K15554,77,19,191,48,18,8,21,5,174,180,103,4,29,37,7,105,1494,5,4,29,55,130,18,19,62,9,48,8,3,2,5,14,11
K01825,302,99,771,231,288,101,320,84,916,1059,418,139,159,175,100,487,5857,78,45,267,246,827,286,203,334,177,229,170,47,43,71,212,157
K01823,172,160,729,465,282,102,166,115,2373,2933,178,1402,335,1391,848,308,1611,226,255,469,168,1234,146,81,1065,49,180,54,37,145,23,33,19
K01821,37,34,140,82,46,27,9,25,445,546,22,200,68,267,239,70,435,1,36,126,34,272,45,6,151,42,44,6,1,10,11,18,6
K18244,13,1,7,23,108,34,152,46,58,65,10,111,68,59,24,2,59,27,13,70,17,66,106,72,54,67,19,71,22,6,28,76,131
K04078,832,118,709,613,1430,577,1339,643,1753,2177,419,1361,1437,907,1338,478,7654,499,445,1385,516,1674,1597,2004,1499,1574,452,1083,92,257,655,1290,1484
K04079,4180,131,2404,2348,5747,2712,6205,2866,3318,4174,1521,3241,4517,2270,3727,2176,20280,2068,2219,5465,1785,5625,6687,9581,5263,8104,1674,5469,362,746,3158,6169,6219
K04077,4249,777,3684,3735,7915,3195,7821,3627,9577,11527,2406,7336,7444,5034,6863,2910,38082,2720,2410,8319,2499,9667,9067,12499,8065,9426,2732,6677,762,1582,3781,7861,7930
K04074,32,29,93,129,113,62,34,64,503,623,38,458,92,546,225,54,163,8,95,315,64,606,41,29,281,41,40,43,5,4,11,15,11
K04075,2221,210,1711,978,2619,977,1986,944,4690,5551,843,2322,2451,1834,4097,1298,18533,851,1244,2116,1102,3911,3956,3182,3203,2132,1170,1725,191,493,947,1911,1998
K04072,475,206,2712,2539,4492,1605,2633,1120,6295,6685,1781,5865,4957,2514,2455,1192,24850,1519,949,5105,1347,6125,3567,6942,4850,3220,2248,4139,187,308,1645,3187,3681
K04073,101,1,244,58,2,5,13,3,265,338,8,26,8,15,3,129,2021,16,5,3,63,181,25,14,54,16,108,15,2,1,2,2,7
K04691,79,3,164,58,22,5,40,17,191,236,100,12,19,22,8,128,1872,15,9,24,53,172,53,22,55,37,49,14,1,2,7,10,17
K00995,77,79,376,276,827,255,492,185,924,960,224,618,639,303,441,202,2607,210,135,647,149,679,472,1005,616,490,253,604,69,123,336,666,767
K00997,73,105,273,424,256,76,103,91,1449,1752,123,628,566,502,741,150,4934,86,91,477,93,945,464,157,517,207,114,128,26,90,62,195,149
K00996,185,11,84,114,260,97,190,134,402,483,109,283,251,100,317,187,1521,106,117,372,117,420,333,516,219,450,73,210,16,44,146,374,295
K00991,1174,112,1377,930,2580,969,1833,892,1716,1913,781,2703,2397,957,1977,965,14682,652,548,1920,858,2326,3120,4062,1689,3039,947,2195,164,388,1450,2909,3086
K00990,406,85,655,251,49,22,117,62,820,946,392,6,187,81,12,492,7811,37,18,30,170,798,247,27,200,107,173,38,38,65,25,66,37
K18231,77,9,86,149,96,28,72,22,159,198,30,563,116,483,69,32,540,52,33,51,39,75,77,66,76,47,30,44,13,30,33,63,67
K01195,75,104,420,238,226,75,235,122,798,1045,207,68,121,139,406,76,3690,45,64,205,129,409,132,252,158,494,366,404,48,208,141,310,403
K22522,335,18,165,45,152,56,147,110,194,259,38,67,107,79,211,155,887,55,113,98,155,106,311,91,243,130,64,129,14,46,37,66,99
K02931,1508,215,1531,1472,3121,1290,3081,1384,3812,4472,872,2842,3094,1887,2884,1105,16124,1158,1101,3340,945,3914,3445,4886,3252,3753,1020,2742,239,514,1605,3425,3417
K02933,1463,194,1448,1415,3147,1279,2970,1322,3668,4356,795,2648,3028,1862,2741,1118,15161,1101,1020,3046,899,3620,3571,5065,3151,3527,929,2606,219,437,1521,3207,3316
K02935,800,113,804,725,1531,619,1297,690,1923,2116,432,1404,1483,1011,1629,589,7944,509,444,1486,545,1889,1802,2287,1398,1751,497,1200,111,250,724,1444,1593
K02939,1013,156,991,898,2157,782,1732,793,2852,3406,610,1888,2049,1285,2212,672,10959,585,670,1917,768,2584,2475,2861,2123,2064,678,1569,150,310,877,1968,2063
K13853,93,10,78,163,431,142,231,90,252,305,63,375,305,220,31,139,1081,119,68,445,45,287,394,731,351,292,160,253,23,47,103,190,266
K14205,60,81,159,181,62,20,11,17,285,324,20,646,42,645,242,55,39,9,15,93,55,156,6,2,83,8,22,20,11,28,3,6,4
K02363,185,19,465,143,111,28,102,43,488,488,301,44,214,127,113,285,4111,12,1,4,103,591,340,6,101,28,124,25,9,17,5,9,223
K00207,1,11,30,29,126,60,75,27,85,85,10,29,57,21,13,28,167,39,25,116,31,76,127,110,112,60,18,92,9,16,45,57,106
K00208,205,130,386,281,189,45,88,78,5438,6738,135,769,174,857,457,248,1590,34,11,91,74,210,68,40,348,28,82,108,32,71,24,53,113
K01000,3035,270,2284,1948,3814,1454,3677,1895,5047,6199,1088,3646,3518,3009,4500,1883,24820,1425,1445,3653,1391,4672,4975,5142,3934,4019,1222,2928,270,655,1645,3380,2961
K01002,258,22,588,177,1,12,49,5,588,802,336,2,64,37,8,396,5121,16,1,10,128,556,37,21,179,44,147,9,2,2,1,1,7
K01006,3275,234,3073,3020,9859,3717,10071,4103,4883,5441,2205,6208,7306,3071,4794,2294,21090,3298,2588,7519,2536,7069,8884,15254,8035,10698,2706,8324,749,1329,4970,9665,10634
K01007,407,112,954,382,263,149,610,171,965,1138,308,248,154,191,134,854,4987,615,213,1042,172,804,701,671,782,544,286,296,13,72,213,389,251
K05031,3,5,15,14,34,17,18,24,39,50,12,14,20,8,32,7,77,1,1,33,10,27,23,79,24,154,8,62,4,2,36,77,36
K05034,10,2,9,2,37,10,55,27,17,19,10,28,38,20,12,5,43,9,9,37,11,54,39,76,26,58,14,34,5,2,36,69,52
K13993,116,13,36,50,189,62,115,46,119,109,53,92,107,40,87,43,812,45,51,91,32,76,149,114,115,93,37,95,8,18,83,125,189
K14441,2521,207,2018,1575,5225,2103,5294,2385,2912,3409,1407,3568,4070,1748,2769,1847,14048,1635,1550,4370,1714,4074,5719,8643,4092,6768,1536,4632,389,874,2723,5495,5812
K14445,35,14,14,10,98,65,97,84,41,38,33,28,56,29,45,49,128,13,21,175,17,89,85,197,38,236,37,140,24,33,54,151,101
K22230,178,13,169,110,178,49,75,42,174,209,77,416,222,425,66,84,1991,111,51,158,83,171,263,299,231,125,260,67,9,22,37,74,104
K13310,99,1,25,34,105,47,114,73,78,78,23,36,39,20,9,31,227,27,48,54,9,32,99,272,123,113,12,27,2,11,21,30,78
K13643,78,11,274,145,433,133,241,90,391,391,279,490,443,187,195,137,2142,117,31,416,222,445,461,662,288,311,247,297,25,34,175,342,513
K01130,354,4,554,122,43,52,57,13,328,470,177,56,48,165,792,365,4697,43,124,18,162,496,941,20,151,32,161,10,14,11,2,8,84
K14683,181,3,174,76,380,115,335,108,211,221,79,298,296,95,241,67,984,111,93,319,139,298,464,576,279,292,122,338,22,55,183,304,438
K01138,139,2,821,249,31,33,65,39,820,939,258,83,23,124,174,174,7216,43,31,39,245,723,203,17,297,66,232,46,17,32,37,64,84
K01139,1299,98,987,681,1188,514,1535,737,1713,2036,520,744,872,683,1062,911,10790,448,440,1102,478,1771,1678,1776,1449,1599,505,971,106,203,594,1172,1081
K02113,1066,168,715,781,941,341,633,355,2597,3019,306,1054,1268,1213,1666,602,13415,313,467,866,388,1918,1659,1212,1210,1028,304,515,105,293,457,1090,1075
K02112,3319,461,3793,3187,9046,2915,7590,3340,9533,11372,2943,6891,8554,3965,6505,2683,41312,2455,1873,10260,2632,11597,8952,15348,7222,10406,2405,7331,511,1029,4971,9779,10935
K02111,2989,468,3971,3528,8952,2707,7314,3293,10008,11870,2831,6857,8562,4443,6234,2610,43981,2366,1862,10003,2516,11814,8858,14967,7477,10411,2425,7300,548,1084,4838,10089,10943
K00703,552,30,2102,1604,5909,2024,4337,1693,4200,4741,2044,3440,6004,953,2645,942,15077,1637,1069,7108,1507,5877,4379,8443,5324,5799,1243,4823,357,513,2870,5966,7454
K02117,1727,37,2990,2695,6494,2181,3888,1194,2670,3105,1883,8470,5524,4155,2637,1158,15175,2609,1709,5084,2435,3717,6404,8328,5713,3157,3225,3337,450,523,1645,3065,3820
K02440,385,70,601,611,330,124,200,144,1255,1483,267,1575,704,1629,489,528,6988,217,157,803,200,1019,594,570,942,248,157,140,30,97,84,272,172
K02115,1737,276,1753,1492,3543,1201,2775,1363,5297,6089,1113,3031,3686,2449,3541,1324,21355,870,994,3550,1015,4849,3921,6092,3135,4187,963,2908,197,496,1915,4044,4535
K02114,243,103,459,264,516,195,413,272,1490,1719,205,873,591,826,958,256,2804,136,182,631,205,1174,483,870,699,750,244,410,64,128,306,609,658
K02118,1540,47,2671,2279,5198,1916,3444,1054,2170,2572,1627,7083,4819,3460,2427,1031,12387,2262,1475,4242,1998,3177,5526,6595,4833,2699,2637,2693,349,455,1271,2452,2986
K03466,2099,446,3062,3415,7016,2279,5717,2588,8244,9690,1904,5332,6915,3568,4731,2246,36027,1954,1696,6212,1732,8019,6674,9496,6961,5942,1785,5203,512,1012,2739,5769,6107
K01649,3505,306,3142,2801,6815,2337,5038,2346,4691,5385,1809,4795,6416,2439,3976,2518,40635,2740,2116,5911,2323,6718,7413,10331,6642,7622,2494,5663,457,956,3466,6681,6721
K01646,35,29,266,70,161,50,217,63,166,156,62,54,122,61,104,141,669,33,10,158,20,138,145,113,94,60,40,48,28,13,31,65,78
K01647,583,304,624,666,1026,434,570,279,1322,1473,463,463,1278,350,529,591,11768,275,360,1348,349,2449,1334,1271,1437,933,380,884,217,497,454,969,933
K01644,80,43,752,129,336,91,404,195,365,418,162,84,251,79,189,279,1939,83,56,240,75,342,187,202,357,104,91,80,46,47,52,70,128
K01890,4503,619,4495,3938,7329,2903,7537,3549,10970,13281,1943,7902,7151,6025,8518,3210,42716,2935,2796,7299,2695,9700,8925,10679,8079,8911,2575,6088,576,1355,3739,7516,6914
K02768,2,2,8,19,3,4,1,3,5,11,1,51,12,75,17,2,6,4,2,21,3,7,19,7,9,21,2,18,1,5,1,17,16
K02026,135,34,651,663,477,126,240,105,510,602,206,2342,526,1833,257,160,2720,126,84,532,353,552,354,648,658,260,381,316,52,107,159,282,481
K02025,157,48,909,905,717,188,383,129,707,729,395,3149,813,1972,479,322,3777,225,138,1122,536,847,566,1100,916,493,594,439,79,115,241,503,883
K02020,71,27,277,104,98,48,90,54,259,314,173,332,128,112,66,216,2167,75,20,211,82,374,195,370,196,104,234,79,6,35,46,109,128
K02843,139,13,259,82,5,6,37,21,303,355,152,9,33,21,10,187,2728,1,6,28,68,312,63,17,106,38,77,6,2,4,3,10,3
K03517,1924,79,1401,844,2444,965,1962,1109,1859,2264,987,1603,2726,1088,2091,882,17218,1095,817,2553,943,3341,3894,4512,2095,3371,1103,2266,127,372,1655,2918,2822
K01749,247,111,858,472,1575,460,560,220,2303,2913,598,1537,1282,301,551,520,4607,467,175,1140,497,1268,1233,936,625,925,692,1002,124,201,526,1111,1457
K02029,68,21,285,306,804,260,618,249,1073,1248,235,1043,727,390,697,193,2767,215,121,939,238,1127,636,1144,735,716,247,622,56,84,285,719,705
K03883,66,259,41,43,49,22,98,61,22,35,13,53,58,201,102,38,295,61,33,50,19,117,120,61,93,76,75,105,63,162,40,41,61
K02035,32,19,925,281,144,49,100,61,2142,2219,239,520,484,257,1188,267,5423,43,46,246,190,885,154,157,680,122,136,88,8,31,53,89,73
K03592,177,14,422,104,13,13,78,27,408,491,206,8,29,35,77,273,3462,70,46,18,149,389,84,17,152,38,98,14,2,15,2,10,23
K16963,5,2,20,27,75,38,36,13,130,120,25,24,77,4,109,17,133,19,12,136,15,129,76,60,50,71,10,56,3,7,23,76,84
K03563,26,6,67,24,133,42,185,58,106,118,39,43,130,16,72,49,451,7,19,53,22,58,12,169,52,159,72,89,3,15,129,330,426
K00917,106,19,356,1307,169,120,183,75,538,523,168,396,470,1100,241,113,2498,156,102,862,180,1258,654,282,571,283,369,145,13,59,62,105,169
K22010,1,39,32,82,36,20,30,11,69,73,9,37,122,27,10,22,1119,18,17,109,5,126,105,101,120,79,9,42,24,78,11,59,18
K22015,365,29,535,462,194,49,170,71,984,1103,563,326,340,166,32,527,6574,152,24,747,200,1548,537,228,380,309,280,83,5,9,60,136,155
K01581,239,71,1168,375,327,474,401,233,2287,2551,637,198,255,147,907,533,8356,152,126,1877,392,2004,1107,77,296,1157,281,317,53,151,128,572,106
K06885,124,83,385,240,133,31,132,75,1460,1633,22,994,220,862,875,173,145,132,99,479,74,329,57,518,287,138,75,41,12,42,53,114,5
K17742,69,1,82,34,58,31,68,21,38,57,24,68,73,110,100,63,409,26,42,84,34,31,112,106,145,65,55,57,2,3,15,67,100
K17743,20,22,106,54,112,29,31,19,292,280,42,248,88,84,126,15,475,37,33,138,35,178,113,157,211,79,61,52,5,4,33,70,89
K03088,475,94,538,171,276,139,241,157,333,452,181,318,240,238,428,296,3636,137,202,156,163,496,679,506,474,391,209,239,62,190,122,324,322
K03089,126,17,254,72,20,12,59,41,268,298,165,4,43,26,8,198,2266,8,10,16,84,288,49,27,75,23,62,12,15,7,7,9,26
K03086,1426,324,2300,2253,4874,1918,4788,2044,5940,7199,1471,4509,4570,2833,3246,1517,21076,1399,1060,4999,1446,6015,4578,7513,4585,5913,1894,4555,388,714,2480,5234,5574
K16692,320,47,599,178,94,32,173,57,911,1133,267,167,133,266,250,401,7802,40,31,83,137,463,179,64,378,100,262,86,7,21,24,38,100
K03242,10,14,213,91,79,14,149,32,51,67,32,77,40,36,34,31,342,317,58,82,22,84,46,136,204,38,30,26,6,23,24,28,41
K13864,67,13,54,45,41,5,9,17,448,441,4,70,97,70,144,24,961,18,8,67,8,76,65,6,69,29,7,12,5,8,5,12,13
K16169,31,63,103,98,97,28,45,39,493,625,24,468,61,415,248,169,277,4,51,92,36,217,17,94,198,75,98,32,5,12,14,29,29
K01421,27,49,264,91,159,84,85,63,807,925,105,394,256,116,332,56,1270,108,42,321,117,458,339,247,348,150,40,253,20,16,76,194,187
K13491,74,1,25,46,63,18,23,25,35,39,4,11,89,39,75,39,609,21,25,33,16,81,126,112,28,126,15,56,4,12,42,98,71
K03644,1811,226,732,216,467,359,347,98,460,616,235,166,283,723,1118,773,6788,336,570,116,439,548,1511,294,1230,213,346,50,123,349,48,75,352
K03647,73,96,229,143,156,63,31,36,816,924,100,249,307,207,326,133,3646,26,85,302,81,858,218,124,487,68,86,20,37,50,22,52,24
K03641,538,26,491,116,163,126,266,141,387,444,205,32,89,167,310,356,4082,126,160,40,214,418,492,178,314,232,177,134,25,67,95,132,174
K03642,158,47,274,82,39,44,166,168,279,313,160,4,31,56,16,130,2482,29,7,29,65,226,73,229,60,337,66,134,45,84,81,176,113
K03648,1982,209,1916,1160,2560,885,2496,1283,3557,4471,862,2923,2608,2130,3228,1125,18369,890,1050,2465,1256,3278,3582,4233,2547,3398,1136,1874,163,426,1378,2628,2653
K06215,2,110,371,815,1873,550,1424,818,1264,1423,477,818,2194,422,883,74,14045,602,218,1719,165,2102,1832,2134,1245,3261,829,2539,194,368,1457,3091,2494
K06217,1225,185,1405,1205,3018,1022,2576,1062,3331,4000,890,2308,2702,1488,2181,1099,13968,916,761,2593,961,3145,2838,4246,2868,3024,1065,2233,223,413,1244,2542,2672
K06213,321,21,662,815,1038,314,819,254,587,625,267,2535,926,1961,487,409,2160,297,183,842,229,736,956,1791,1005,647,407,976,84,122,374,735,1058
K17217,2,7,10,15,46,26,21,13,55,57,12,11,58,3,30,8,327,21,4,62,7,59,48,236,49,69,5,54,4,4,33,71,59
K16509,144,80,319,347,247,79,99,96,1455,1822,97,1650,365,1401,884,118,661,34,197,640,163,1074,144,545,1048,131,168,76,4,25,35,78,68
K11645,2352,4,555,160,297,125,198,65,449,572,239,128,184,645,1577,990,8729,362,666,109,116,537,2846,191,819,259,501,15,10,74,18,41,395
K08326,20,10,161,79,65,18,59,17,296,361,54,54,53,43,61,49,1195,24,12,42,44,154,46,83,66,50,49,77,9,8,38,47,25
K05544,5,29,17,10,43,11,31,14,21,37,7,15,38,2,52,3,56,10,8,30,2,54,20,19,37,16,5,20,3,23,11,28,24
K06969,882,11,803,485,1063,459,1097,549,786,826,371,1423,642,988,776,555,4636,340,347,1084,470,1034,958,1476,1095,1408,275,930,48,82,487,906,1130
K11517,46,10,78,79,248,42,107,34,394,441,47,370,161,215,238,32,234,52,35,173,33,139,95,248,176,141,90,76,27,23,76,186,252
K16235,53,32,29,89,79,24,17,25,345,461,40,50,104,34,134,88,808,9,16,117,80,313,66,13,128,22,18,7,1,13,7,37,3
K06966,312,28,444,224,351,103,354,130,648,720,288,106,210,218,374,291,3726,113,96,409,155,793,441,390,420,358,147,317,16,38,151,266,336
K06967,28,15,81,88,67,16,30,14,232,311,14,371,70,394,84,31,132,29,19,133,46,68,45,60,136,101,9,126,4,9,61,140,62
K12734,1,6,20,27,97,21,56,14,46,57,14,39,63,20,31,9,87,22,21,43,17,50,60,167,43,47,21,44,14,18,38,82,88
K00748,646,34,435,137,268,213,495,359,422,526,225,85,129,217,390,527,4035,107,226,392,220,511,789,537,314,683,209,262,22,40,137,378,286
K12733,78,2,39,17,37,39,36,37,70,79,10,26,19,25,71,35,230,21,24,55,14,41,116,124,78,156,23,50,4,6,37,74,70
K07507,253,11,309,163,261,114,299,226,982,1103,94,392,259,371,374,234,2805,118,89,203,71,399,337,712,398,649,117,241,18,34,245,400,281
K05810,316,21,269,201,435,143,290,152,429,454,234,346,488,167,238,220,4016,93,101,319,162,460,513,630,320,498,208,317,22,45,213,411,402
K08998,615,107,499,633,1214,551,1054,540,1645,1984,388,931,1283,727,1221,389,7156,404,357,1110,398,1664,1396,1725,1129,1265,331,1078,107,200,537,1119,1393
K09800,545,61,946,276,8,15,122,80,1083,1282,569,4,65,74,7,679,8754,22,22,13,228,1055,140,27,249,98,258,15,8,16,5,15,8
K16346,128,2,61,37,30,8,50,43,403,473,105,16,36,69,236,89,2784,24,24,45,115,296,199,53,135,33,71,22,3,14,19,13,24
K16345,928,30,759,151,206,121,250,180,669,838,308,159,148,261,586,506,6002,124,179,175,445,757,814,192,545,197,296,151,20,36,73,180,349
K09808,278,25,446,173,19,19,122,99,505,585,275,4,38,66,12,353,4620,9,8,11,104,459,90,40,144,78,167,43,6,20,19,32,43
K09809,68,21,78,58,137,33,199,47,113,126,83,245,313,225,65,66,1032,117,17,498,53,364,597,749,472,245,40,134,13,48,116,314,226
K10914,99,48,224,199,47,11,41,27,335,362,103,46,221,72,17,159,4151,24,8,56,45,363,195,21,164,61,46,13,16,91,10,57,12
K10916,3,1,46,10,57,11,56,18,25,37,53,134,86,24,36,4,204,25,7,48,37,71,105,70,55,42,39,27,5,7,39,64,85
K10771,337,9,397,441,1235,513,1168,560,967,1219,313,1165,964,529,687,400,3231,410,268,1140,335,1089,1139,2204,1031,1404,460,1029,73,155,563,1132,1246
K10773,825,97,869,937,1636,616,1706,718,1858,2173,434,1770,1493,1344,1136,679,9390,751,516,1689,442,1990,1895,2278,1664,1810,710,1249,125,290,731,1359,1375
K04882,52,1,42,20,55,17,14,6,39,42,10,31,40,62,33,36,490,16,13,41,24,55,69,93,51,31,7,23,5,4,27,44,65
K20140,4,5,9,31,67,17,52,9,30,56,13,28,35,20,15,16,82,8,12,78,11,34,55,59,31,32,1,13,4,11,6,26,22
K01903,956,233,646,499,206,181,362,115,667,759,249,86,525,322,1456,689,8352,361,454,623,161,879,1552,201,991,495,256,194,129,294,87,277,156
K01902,533,96,406,370,150,95,212,60,424,467,139,77,462,215,787,381,6453,289,231,470,98,632,941,173,582,336,138,159,64,200,51,205,113
K01904,178,3,111,54,194,77,288,80,74,95,22,49,79,67,237,87,932,87,107,89,60,182,311,177,264,202,116,176,14,43,87,166,228
K11354,41,1,36,7,18,8,9,5,18,23,10,3,19,20,28,5,146,14,11,1,3,18,55,17,32,7,11,4,2,8,4,14,19
K11357,217,4,211,31,125,57,71,26,65,86,20,73,56,136,159,67,580,63,96,67,26,103,250,139,191,115,69,88,3,21,45,78,109
K07768,23,41,63,159,288,70,156,69,255,248,54,150,389,80,107,38,2595,74,41,234,35,331,320,325,210,259,39,222,42,68,115,250,209
